MANUFACTURER_NAME	MFG_CODE	PART_NUMBER	PRICE	MSRP	MAP_PRICE	SERIALIZED	TANGIBLE	WEIGHT	COUNTRY_OF_ORIGIN	PRODUCT_DESCRIPTION	CATEGORY	IN_STOCK	LOC_01	LOC_02	LOC_03	LOC_04	LOC_05	LOC_06	LOC_07	LOC_08	LOC_09	LOC_10	ORG
ZEBRA ENTERPRISE	MOT	MC930B-GSAEG4NA	2157.86	3668.41		Y	Y	2.47	CN	ZEBRA EVM/EMC, DISCONTINUED, REFER TO MC9401-0G1J6ESS-NA, MC9300-G, WLAN, STD. RANGE 1D LASER SE965, 4.3" DISPLAY, 4GB RAM/32GB FLASH, 53-VT KEY, ANDROID GMS, BLUETOOTH, 7000 MAH BATTERY	MOT.HARDWARE.MOT MCD MC93..	0	0	0									121
ZEBRA ENTERPRISE	MOT	MC930B-GSAGG4NA	2157.86	3668.41		Y	Y	2.4	CN	ZEBRA EVM/EMC, DISCONTINUED, REFER TO MC9401-0G1J6GSS-NA, MC9300-G, WLAN, STD. RANGE 1D LASER SE965, 4.3" DISPLAY, 4GB RAM/32GB FLASH, 53-5250 KEY, ANDROID GMS, BLUETOOTH, 7000 MAH BATTERY	MOT.HARDWARE.MOT MCD MC93..	0	0	0									121
ZEBRA ENTERPRISE	MOT	OVSC-SOTI-HTIER-1R	17.69	22.05		N	N	1	US	ZEBRA EVM, OVS CONNECT, PER DEVICE 2500 DEVICES AND ABOVE, 1 YEAR RENEWAL CONTRACT, OVS SERVICE REQUIRES ZEBRA SUPPORT CONTRACT FOR ZEBRA DEVICES	MOT.SERVICES.MOT CS SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	OVSC-SOTI-HTIER-2R	32.34	40.32		N	N	1	US	ZEBRA EVM, OVS CONNECT, PER DEVICE 2500 DEVICES AND ABOVE, 2 YEAR RENEWAL CONTRACT, OVS SERVICE REQUIRES ZEBRA SUPPORT CONTRACT FOR ZEBRA DEVICES	MOT.SERVICES.MOT CS SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	OVSC-SOTI-HTIER-3Y	53.06	66.15		N	N	1	US	ZEBRA EVM, OVS CONNECT, PER DEVICE 2500 DEVICES AND ABOVE, 3 YEAR, OVS SERVICE REQUIRES ZEBRA SUPPORT CONTRACT FOR ZEBRA DEVICES	MOT.SERVICES.MOT CS SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	OVSC-SOTI-HTIER-5Y	77.00	96.00		N	N	1	US	ZEBRA EVM, OVS CONNECT, PER DEVICE 2500 DEVICES AND ABOVE, 5 YEAR, OVS SERVICE REQUIRES ZEBRA SUPPORT CONTRACT FOR ZEBRA DEVICES	MOT.SERVICES.MOT CS SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	OVSC-SOTI-LTIER-1R	18.69	23.31		N	N	1	US	ZEBRA EVM, OVS CONNECT, PER DEVICE 25 TO 2499 DEVICES, 1 YEAR RENEWAL CONTRACT, OVS SERVICE REQUIRES ZEBRA SUPPORT CONTRACT FOR ZEBRA DEVICES	MOT.SERVICES.MOT CS SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	OVSC-SOTI-LTIER-2R	35.38	44.10		N	N	1	US	ZEBRA EVM, OVS CONNECT, PER DEVICE 25 TO 2499 DEVICES, 2 YEAR RENEWAL CONTRACT, OVS SERVICE REQUIRES ZEBRA SUPPORT CONTRACT FOR ZEBRA DEVICES	MOT.SERVICES.MOT CS SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	OVSC-SOTI-LTIER-3Y	53.42	66.60		N	N	1	US	ZEBRA EVM, OVS CONNECT, PER DEVICE 25 TO 2499 DEVICES, 3 YEAR, OVS SERVICE REQUIRES ZEBRA SUPPORT CONTRACT FOR ZEBRA DEVICES	MOT.SERVICES.MOT CS SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	OVSC-SOTI-LTIER-5Y	88.44	110.25		N	N	1	US	ZEBRA EVM, OVS CONNECT, PER DEVICE 25 TO 2499 DEVICES, 5 YEAR, OVS SERVICE REQUIRES ZEBRA SUPPORT CONTRACT FOR ZEBRA DEVICES	MOT.SERVICES.MOT CS SERVICE CONTRACTS..	0	0	0									121
ELO TOUCH	ELO	E419081	82.39	100.00		N	Y	0.5	CN	ELO, EDGE CONNECT AUDIO ADAPTER, BLACK	ELO.HARDWARE.ELO STANDS BRACKETS MOUNTS..	0	0	0									121
TSC AMERICA	TSC	98-0580018-10LF	521.25	695.00		Y	Y	10	TW	TSC, ACCESSORY LINERLESS CUTTER MODULE (FULL CUT) OPTION	TSC.HARDWARE.ACCESSORIES..	0	0	0									121
SPACEPOLE, INC.	SPL	POY101-D-MN-02	61.88	100.00		N	Y	3	US	SPACEPOLE, PAYMENT: POYNT 5 PAYMENT TERMINAL MOUNT; INCLUDES MULTIGRIP PLATE (NO HANDLE) & DURATILT ON SP2 100MM POLE. PROVIDES TILT & SWIVEL, MADE OF DURABLE STEEL, FIELD TESTED FOR 250K TILTS (BLACK	SPL.HARDWARE.SPACEPOLE UNIVERSAL TERMINAL MOUNTS..	0	0	0									121
SPACEPOLE, INC.	SPL	POY101-LD-MN-02	61.88	100.00		N	Y	3	DK	SPACEPOLE, SP2 DURATILT FOR POYNT 5, 40MM, NO HANDLE, COLOR BLACK	SPL.HARDWARE.SPACEPOLE UNIVERSAL TERMINAL MOUNTS..	0	0	0									121
SPACEPOLE, INC.	SPL	POY202-D-MN-02	68.69	111.00		N	Y	3	US	SPACEPOLE, PAYMENT: POYNT 61 V2 PAYMENT TERMINAL MOUNT; INCLUDES MULTIGRIP PLATE (NO HANDLE) & DURATILT ON SP2 100MM POLE. PROVIDES TILT & SWIVEL, MADE OF DURABLE STEEL, FIELD TESTED FOR 250K TILTS (B	SPL.HARDWARE.SPACEPOLE UNIVERSAL TERMINAL MOUNTS..	0	0	0									121
SPACEPOLE, INC.	SPL	SPAS9901-02	14.42	23.27		N	Y	0.5	US	SPACEPOLE, POYNT T61 V2 ANTI-SKIMMER PLATE ADD-ON TO PREVENT ATTACHEMENT OF SKIMMING DEVICES WHICH CAN CAUSE DATA BREACH. ATTACHES TO POYNT T61 V2 PLATE AND MOUNT (BLACK)	SPL.HARDWARE.SPACEPOLE ACCESSORIES..	0	0	0									121
TRIPP-LITE	TRP	P019-008-C15RA	19.58	59.75		N	Y	1	CN	EATON, HEAVY-DUTY POWER CORD, 15A, 14 AWG (NEMA 5-15P TO RIGHT-ANGLE IEC-320-C15), BLACK, 8 FT.	TRP.HARDWARE.TRIPP-LITE CABLES..	0	0	0									121
CITIZEN	CIZ	SRVEG12CL-S700-EC	270.56	468.75		N	N	1	US	CITIZEN, WARRANTY FOR CL-S700-EC, ADDS 1 ADDITONAL YEAR, 3 YEARS TOTAL	CIZ.SERVICES.CIZ NEW WARRANTIES..	0	0	0									121
CITIZEN	CIZ	SRVEG12CL-S700-EHC	338.55	587.50		N	N	1	US	CITIZEN, WARRANTY FOR CL-S700-EHC, ADDS 1 ADDITONAL YEAR, 3 YEARS TOTAL	CIZ.SERVICES.CIZ NEW WARRANTIES..	0	0	0									121
TSC AMERICA	TSC	98-0240060-10LF	49.00	49.00		N	Y	1	TW	TSC, SPARE PART PEEL-OFF SENSOR OTHER PARTS	TSC.PARTS.SPARE PARTS..	0	0	0									121
VERIFONE INC	VER	PPL280-032-01-A	4.47	8.00		N	Y	0.1	CN	VERIFONE, PRIVACY SHIELD, VX 805	VER.HARDWARE.ACCESSORIES..	0	0	0									121
RAM MOUNT	RAM	RAM-114DTMU	14.51	26.49		N	Y	0.32	US	RAM MOUNTS, UNPK RAM ROD 2000 DECK & TRACK MNT. BASE	RAM.HARDWARE.ACCESSORIES..	22	22	0									121
RAM MOUNT	RAM	RAM-202-24-202U	39.55	71.99		N	Y	1	US	RAM MOUNTS, DRILL-DOWN DOUBLE BALL MOUNT FOR HUMMINBIRD HELIX 7 RAM-202-24-202U WITH MEDIUM ARM	RAM.HARDWARE.ACCESSORIES..	0	0	0									121
RAM MOUNT	RAM	RAM-B-202-LO12	10.92	19.99		N	Y	0.2	US	RAM MOUNTS, RAM 1" BASE FOR LOWRANCE HOOK2	RAM.HARDWARE.ACCESSORIES..	0	0	0									121
RAM MOUNT	RAM	RAM-FOOT2-2	10.64	19.49		N	Y	0.75	US	RAM MOUNTS, RAM ADJUSTABLE STABILIZATION FEET 2" DIA	RAM.HARDWARE.ACCESSORIES..	0	0	0									121
RAM MOUNT	RAM	RAM-HOL-AP24U	19.81	35.99		N	Y	1	US	RAM MOUNTS, UNPKD RAM HOLDER FOR APPLE IPAD PRO 12.9" 3RD GENERATION	RAM.HARDWARE.ACCESSORIES..	0	0	0									121
RAM MOUNT	RAM	RAM-TRACK-EXA-5U	9.67	17.99		N	Y	0.17	US	RAM MOUNTS, UNPKD 5" EXTRUDED ALUM TRACK W/ END CAPS	RAM.HARDWARE.ACCESSORIES..	0	0	0									121
RAM MOUNT	RAM	RAM-VB-186ST1	45.05	80.99		N	Y	6.04	US	RAM MOUNTS, VEHICLE BASE 2019 DODGE RAM 1500 - 5500	RAM.HARDWARE.ACCESSORIES..	0	0	0									121
RAM MOUNT	RAM	RAM-VB-REM1F	29.69	53.49		N	Y	0.5	US	RAM MOUNTS, RAM VEHICLE REMOVE-A-POLE BASE FEMALE	RAM.HARDWARE.ACCESSORIES..	0	0	0									121
RAM MOUNT	RAM	RAP-379U-312437	7.90	14.49		N	Y	0.4	US	RAM MOUNTS, UNPD RAM TOUGH BALL 5/16"-24 X .375" LNG	RAM.HARDWARE.ACCESSORIES..	0	0	0									121
TRIPP-LITE	TRP	N200-003-BK	2.40	7.30		N	Y	0.1	CN	EATON, CAT6 GIGABIT MOLDED PATCH CABLE RJ45 M/M 550MHZ 24 AWG BLACK 3'	TRP.HARDWARE.TRIPP-LITE CABLES..	0	0	0									121
TRIPP-LITE	TRP	N200-003-YW	2.40	7.30		N	Y	0.1	CN	EATON, 3FT CAT6 GIGABIT MOLDED PATCH CABLE RJ45 M/M 550MHZ 24AWG YELLOW	TRP.HARDWARE.TRIPP-LITE CABLES..	0	0	0									121
TRIPP-LITE	TRP	N200-007-BK	3.22	9.84		N	Y	0.21	CN	EATON, CAT6 GIGABIT MOLDED PATCH CABLE RJ45 M/M 550MHZ 24 AWG BLACK 7'	TRP.HARDWARE.TRIPP-LITE CABLES..	0	0	0									121
TRIPP-LITE	TRP	N200-007-YW	3.22	9.84		N	Y	0.21	CN	EATON, 7FT CAT6 GIGABIT MOLDED PATCH CABLE RJ45 M/M 550MHZ 24AWG YELLOW	TRP.HARDWARE.TRIPP-LITE CABLES..	0	0	0									121
TRIPP-LITE	TRP	PDU3MV6L2120LV	555.19	941.00		Y	Y	20	TW	EATON, PDU 3-PHASE METERED 120V 5.7 KW 42 5-15/20R L21-20P 0URM	TRP.HARDWARE.TRIPP-LITE PDU..	0	0	0									121
TRIPP-LITE	TRP	N200-001-YW	1.79	5.44		N	Y	0.06	CN	EATON, CAT6 CAT5E GIGABIT MOLDED PATCH CABLE RJ45 M/M 550MHZ YELLOW 1FT	TRP.HARDWARE.TRIPP-LITE CABLES..	0	0	0									121
AVERY DENNISON	AVD	M0986405BA	3659.71	4668.00		Y	Y	44	CN	AVERY DENNISON, REQUIRES QUOTE, 5" BASIC PRINTER INCL: 5" PRINT W, 6" SUPPLY W MAX, 300 DPI PRINT HEAD, UP TO 16 IPS (THERM TRANS), RIBBON SVR, ETHERNET, 2 USB HOST PORTS, 1 USB DEVICE-SERIAL-PARALLEL	ZOT.HARDWARE.OTHER..	0	0	0									121
TRIPP-LITE	TRP	N024-01K-BK	286.69	874.86		N	Y	20	KR	EATON, 1000FT CAT5 / CAT5E BULK CABLE SOLID CMP PLENUM PVC BLACK 1000'	TRP.HARDWARE.TRIPP-LITE CABLES..	0	0	0									121
TRIPP-LITE	TRP	N200-001-BK	1.79	5.44		N	Y	0.07	CN	EATON, CAT6 GIGABIT MOLDED PATCH CABLE RJ45 M/M 550MHZ 24 AWG BLACK 1'	TRP.HARDWARE.TRIPP-LITE CABLES..	0	0	0									121
CIPHER LABS	CIP	BPOWER0000096	11.21	17.25	12.08	Y	Y	0.2	TW	CIPHERLAB, 2200/2210/2220, ACCESSORIES, POWER SUPPLY, SWITCHING PWR SUPPLY, 110V-240V, 5V/2A, US STD	CIP.HARDWARE.ACCESSORIES..	0	0	0									121
DATALOGIC SCANNING	DLS	G5110610	74.80	74.80		N	Y	0.7	VN	DATALOGIC ADC, S5-1-C30-10 = PROXIMITY PLASTIC VAC AXIAL DARK OUT 3 WIRES AC CABLE, NCNR	DLS.HARDWARE.IA..	0	0	0									121
ZEBRA ENTERPRISE	MOT	MC930B-GSCDG4RW	1932.80	3285.82		Y	Y	2.4	CN	ZEBRA EVM, MC9300-G, WLAN, STD. RANGE 2D IMAGER SE4750, 4.3" DISPLAY, 4GB RAM/32GB FLASH, 53 KEY, ANDROID GMS, BLUETOOTH, 7000 MAH BATTERY, DISCONTINUED, REPLACED BY MC930B-GSHDG4RW	MOT.HARDWARE.MOT MCD MC93..	0	0	0									121
ZEBRA ENTERPRISE	MOT	MC930B-GSEDG4RW	2061.87	3505.24		Y	Y	2.4	CN	ZEBRA EVM/EMC, DISCONTINUED, REFER TO MC9401-0G1M6DSS-A6, MC9300-G, WLAN, LONG RANGE 2D IMAGER SE4850, 4.3" DISPLAY, 4GB RAM/32GB FLASH, 53 KEY, ANDROID GMS, BLUETOOTH, 7000 MAH BATTERY	MOT.HARDWARE.MOT MCD MC93..	0	0	0									121
PLANAR SYSTEMS	PLA	750-2077-00	2247.00	2800.00		Y	Y	20	US	PLANAR,MATRIX G2 PS3 REDUNDANT	PLA.HARDWARE.PLANAR VIDEO WALL..	0	0	0									121
ZEBRA ENTERPRISE	MOT	RSL10-LSV5W1W1S1X0X0	2834.15	3399.00		Y	Y	2	US	ZEBRA EVM, RUGGED TABLET, XSLATE L10, VAD, I5, 8 GB, WWAN W/GPS, 128 GB SSD, WIN 10, NA PWR, STD BAT, SERIAL, NO PTA, NO SCR, NO NFC, NO COMPANION KB	MOT.HARDWARE.MOT MCD L10..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1WE-MC67XX-2000	225.66	319.68		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC67XX, ESSENTIAL, RENEWAL OF Z1B CONTRACT, 2 YEAR, NON-COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
TRIPP-LITE	TRP	N200-005-BK	2.90	8.87		Y	Y	0.16	CN	EATON, CAT6 GIGABIT MOLDED PATCH CABLE RJ45 M/M 550MHZ 24 AWG BLACK 5'	TRP.HARDWARE.TRIPP-LITE CABLES..	0	0	0									121
APG CASH DRAWERS	APG	VB320-1-BL1616	108.12	241.20		Y	Y	17.04	CN	APG, VASARIO, PRINTER DRIVEN INTERFACE, CD-101A CABLE INCLUDED, 16X16, 5 BILL 5 COIN, BLACK, 3 YEAR WARRANTY, SEATTLE	APG.HARDWARE.CASH DRAWERS..	885	885	0									121
DATALOGIC SCANNING	DLS	ZSC1PD95DPM51	183.90	337.00		N	N	1	US	DATALOGIC ADC, PD95XX-DPM, EOFC, OVERNIGHT REPLACEMENT COMPREHENSIVE, 5 YEARS	DLS.HARDWARE.POWERSCAN 9500..	0	0	0									121
DATALOGIC SCANNING	DLS	MG1501-10211-0200	283.51	576.00		Y	Y	1.12	VI	DATALOGIC ADC,MAGELLAN 1500I, BLACK, STD CONFIGURATION, 2D, TILTING STAND WITH MAGNETIC BASE, USB A CABLE	DLS.HARDWARE.MAGELLAN 1500I..	0	0	0									121
RAM MOUNT	RAM	RAM-247U-17	28.03	50.99		N	Y	2	US	RAM MOUNTS, SQUARE 1.5 INCH RAIL CLAMP BASE WITH 1.5 INCH BALL	RAM.HARDWARE.ACCESSORIES..	0	0	0									121
RAM MOUNT	RAM	RAP-354-AAPRU	13.21	23.99		N	Y	9.6	US	RAM MOUNTS, TRACK BALL WITH SIDE TRACK 1.5 INCH BALL KAYAK MOUNTING BASE	RAM.HARDWARE.ACCESSORIES..	0	0	0									121
RAM MOUNT	RAM	RAP-TRACK-A3U	4.38	7.99		N	Y	2	US	RAM MOUNTS, TOUGH-TRACK TOP-LOADING COMPOSITE 3" TRACK	RAM.HARDWARE.ACCESSORIES..	0	0	0									121
PIONEER POS	PIO	SC4YAF000531	2232.95	2481.06		Y	Y	21		PIONEER, 15" CYPRUS, CORE I3,4GB RAM,128GB SSD,WIN10 IOT,MSR,V-BASE	PIO.HARDWARE.PIO CYPRUS ALL-IN-ONE..	0	0	0									121
PIONEER POS	PIO	SC4YAF000535	2590.91	2878.79		Y	Y	36		PIONEER, 15" S-LINE II,CORE I3,4GB RAM,128GB SSD,WIN10 IOT,PCAP,MSR	PIO.HARDWARE.PIO S-LINE ALL-IN-ONE..	0	0	0									121
NCR	NCR	7603-K480	25.00	25.00		N	Y	1	US	NCR, KIT, US WEIGHTS AND MEASURES LABEL, 10 LABELS PER KIT	NCR.HARDWARE.NCR NON-TOUCH POS..	0	0	0									121
PIONEER POS	PIO	AC4XAF000531	1678.98	1865.53		Y	Y	21		PIONEER, 15" CYPRUS,J1900, 4GB RAM, 64GB SSD, WIN10 IOT,PCAP, MSR,V-BASE	PIO.HARDWARE.PIO CYPRUS ALL-IN-ONE..	0	0	0									121
PIONEER POS	PIO	AC4XAF000535	2079.55	2310.61		Y	Y	36		PIONEER, 15" S-LINE II,J1900, PCAP, 4GB RAM, 64GB HD, WIN10 IOT, MSR	PIO.HARDWARE.PIO S-LINE ALL-IN-ONE..	0	0	0									121
PLANAR SYSTEMS	PLA	00-127419	21031.20	30105.00		Y	Y	100	US	PLANAR,MATRIX G3 2X2 LX55X LCD VISEO WALL BUNDEL	PLA.HARDWARE.PLANAR LARGE FORMAT NON-TOUCH..	0	0	0									121
HID FARGO	HID	5006PG1NN	4.40	7.18		N	Y	1	US	HID PACS, NCNR COMPOSITE ICLASS SEOS CNTLS SMART CARD 8K, PROG, W MAG, F/B GLOSS, NO SEOS, NO SLOT, MOQ 100, PRICED PER EA	HID.CONSUMABLES.HID ICLASS CARD..	0	0	0									121
TSC AMERICA	TSC	98-0400026-01LF	31.00	31.00		N	Y	0.1	TW	TSC, SPARE PART RS232C PCB ASSY RS-232 INTERFACE BOARD ASSY/ NAVY OTHER PARTS	TSC.PARTS.SPARE PARTS..	0	0	0									121
HONEYWELL	HWA	454-076-002	0.01	0.01		N	Y	1	MX	HONEYWELL, NCNR, SOFTWARE,SERVER LICENSE,STAGING HUB BASE,1 YEAR,NEED ONE FOR EACH PC THEY WANT TO INSTALL THE STAGING HUB SERVER APPLICATION ON.   ORDER THIS SAME P/N EVERY TIME YOU WANT TO RENEW THI	HWA.SOFTWARE...	0	0	0									121
DATALOGIC SCANNING	DLS	937900004	2858.00	2858.00		Y	Y	1.2	VI	DATALOGIC AUTOMATION, MATRIX 220 382-010 1.2MP DPM-R 7MM, NCNR	DLS.HARDWARE.IA..	0	0	0									121
RAM MOUNT	RAM	RAM-D-261-1U	83.34	151.49		N	Y	3	US	RAM MOUNTS, RAM EXTENSION SWING ARM WITH 1" NPT POST AND 1" NPT HOLE	RAM.HARDWARE.ACCESSORIES..	0	0	0									121
PROCLIP USA	PCL	213517	51.60	74.99	74.99	N	Y	0.5	SE	PROCLIP USA, PROCLIP DASH MOUNT, EXTRA STRENGTH, FORD TRANSIT 2015-2019	PCL.HARDWARE.PROCLIP MISC..	0	0	0									121
WASP BARCODE	WSP	633809004193	3446.29	4314.60		N	Y	1	US	WASP, ASSETCLOUD COMPLETE ANNUAL 10 USER CHANNEL RENEWAL	WSP.SOFTWARE.OTHER..	0	0	0									121
PROCLIP USA	PCL	855193	28.40	39.99		N	Y	0.5	SE	PROCLIP USA, PROCLIP DASH MOUNT, FORD TRANSIT CONNECT 2010-2013	PCL.HARDWARE.PROCLIP MISC..	0	0	0									121
TSC AMERICA	TSC	98-0650022-00LF	9.00	9.00		N	Y	0.07	TW	TSC,DISCONTINUED REFER TO OP-COM-0009 SPARE PART 1INCH RIBBON SPINDLE OTHER PARTS	TSC.HARDWARE.ACCESSORIES..	0	0	0									121
TEKLYNX INTERNATIONAL	TEK	USBKEY	235.20	350.00		N	Y	1	US	TEKLYNX, USB HARDWARE KEY (PERPETUAL)	TEK.SOFTWARE.LABEL DESIGN..	0	0	0									121
HONEYWELL	HWA	VM3080CABLE	300.76	486.28	486.28	N	Y	0.23	MY	HONEYWELL, ACCESSORY, ADAPTER CABLE, VM SERIES DOCKS TO VC5090 DC POWER CABLE, 1 FT	HWA.HARDWARE.CABLES.OEM CABLES.	0	0	0									121
HONEYWELL SERVICE	HSV	SVC1400G-SG3N	31.86	48.28	48.28	N	N	1	US	HONEYWELL, SERVICE, VOYAGER, EDGE SERVICE, GOLD, 1 DAY, 3 YEAR, NEW CONTRACT	HWA.SERVICES.EDGE NEW SCAN GOLD..	0	0	0									121
HONEYWELL SERVICE	HSV	SVC1400G-SG5N	56.55	85.68	85.68	N	N	1	US	HONEYWELL, SERVICE, VOYAGER, EDGE SERVICE, GOLD, 1 DAY, 5 YEAR, NEW CONTRACT	HWA.SERVICES.EDGE NEW SCAN GOLD..	0	0	0									121
HONEYWELL SERVICE	HSV	SVC1602G-SG1R	18.01	27.29	27.29	N	N	1	US	HONEYWELL, SERVICE, VOYAGER, EDGE SERVICE, GOLD, 1 DAY, 1 YEAR, RENEWAL	HWA.SERVICES.EDGE RENEWAL SCAN GOLD..	0	0	0									121
HONEYWELL SERVICE	HSV	SVC1602G-SG3N	45.97	69.65	69.65	N	N	1	US	HONEYWELL, SERVICE, VOYAGER, EDGE SERVICE, GOLD, 1 DAY, 3 YEAR, NEW CONTRACT	HWA.SERVICES.EDGE NEW SCAN GOLD..	0	0	0									121
HONEYWELL SERVICE	HSV	SVCCT60-SP1R	284.61	431.22	431.22	N	N	1	US	HONEYWELL, SERVICE, CT60, EDGE SERVICE, PLATINUM, 2 DAY, 1 YEAR, RENEWAL	HWA.SERVICES.EDGE RENEWAL MOBILITY PLATINUM..	0	0	0									121
HONEYWELL SERVICE	HSV	SVCCT60-SP3N	555.09	841.05	841.05	N	N	1	US	HONEYWELL, SERVICE, CT60, EDGE SERVICE, PLATINUM, 2 DAY, 3 YEAR, NEW CONTRACT	HWA.SERVICES.EDGE NEW MOBILITY PLATINUM..	0	0	0									121
HONEYWELL SERVICE	HSV	SVCCT60-SP5N	1023.01	1550.01	1550.0	N	N	1	US	HONEYWELL, SERVICE, CT60, EDGE SERVICE, PLATINUM, 2 DAY, 5 YEAR, NEW CONTRACT	HWA.SERVICES.EDGE NEW MOBILITY PLATINUM..	0	0	0									121
HONEYWELL SERVICE	HSV	SVCPC23-SG1R	21.58	32.70	32.70	N	N	1	US	HONEYWELL, SERVICE, PC23, EDGE SERVICE, GOLD, 5 DAY, 1 YEAR, RENEWAL	HWA.SERVICES.EDGE RENEWAL PRINT GOLD..	0	0	0									121
HONEYWELL SERVICE	HSV	SVCPC23-SG3N	53.05	80.38	80.38	N	N	1	US	HONEYWELL, SERVICE, PC23, EDGE SERVICE, GOLD, 5 DAY, 3 YEAR, NEW CONTRACT	HWA.SERVICES.EDGE NEW PRINT GOLD..	0	0	0									121
HONEYWELL SERVICE	HSV	SVCPC23-SG5N	95.50	144.70	144.70	N	N	1	US	HONEYWELL, SERVICE, PC23, EDGE SERVICE, GOLD, 5 DAY, 5 YEAR, NEW CONTRACT	HWA.SERVICES.EDGE NEW PRINT GOLD..	0	0	0									121
HONEYWELL SERVICE	HSV	SVCPC23-SP1R	115.30	174.69	174.69	N	N	1	US	HONEYWELL, SERVICE, PC23, EDGE SERVICE, PLATINUM, 2 DAY, 5 YEAR, RENEWAL	HWA.SERVICES.EDGE RENEWAL PRINT PLATINUM..	0	0	0									121
HONEYWELL SERVICE	HSV	SVCPC42-SG1R	21.58	32.70	32.70	N	N	1	US	HONEYWELL, SERVICE, PC43, EDGE SERVICE, GOLD, 5 DAY, 1 YEAR, RENEWAL	HWA.SERVICES.EDGE RENEWAL PRINT GOLD..	0	0	0									121
HONEYWELL SERVICE	HSV	SVCPC42-SG3N	53.05	80.38	80.38	N	N	1	US	HONEYWELL, SERVICE,PC42,EDGE SEERVICE,GOLD,5DAY,3 YEAR,NEW CONTRACT	HWA.SERVICES.EDGE NEW PRINT GOLD..	0	0	0									121
HONEYWELL SERVICE	HSV	SVCPC42-SG5N	95.50	144.70	144.70	N	N	1	US	HONEYWELL, SERVICE, PC43, EDGE SERVICE, GOLD, 5 DAY, 5 YEAR, NEW CONTRACT	HWA.SERVICES.EDGE NEW PRINT GOLD..	0	0	0									121
HONEYWELL SERVICE	HSV	SVC1602G-SG5N	81.34	123.24	123.24	N	N	1	US	HONEYWELL, SERVICE, VOYAGER, EDGE SERVICE, GOLD, 1 DAY, 5 YEAR, NEW CONTRACT	HWA.SERVICES.EDGE NEW SCAN GOLD..	0	0	0									121
HONEYWELL SERVICE	HSV	SVC1910I-SG3N	33.09	50.13	50.13	N	N	1	US	HONEYWELL, SERVICE, GRANIT, EDGE SERVICE, GOLD, 1 DAY, 3 YEAR, NEW CONTRACT	HWA.SERVICES.EDGE NEW SCAN GOLD..	0	0	0									121
HONEYWELL SERVICE	HSV	SVC1910I-SG5N	58.84	89.15	89.15	N	N	1	US	HONEYWELL, SERVICE, GRANIT, EDGE SERVICE, GOLD, 1 DAY, 5 YEAR, NEW CONTRACT	HWA.SERVICES.EDGE NEW SCAN GOLD..	0	0	0									121
HONEYWELL SERVICE	HSV	SVC1911I-SG3N	58.65	88.87	88.87	N	N	1	US	HONEYWELL, SERVICE, GRANIT, EDGE SERVICE, GOLD, 1 DAY, 3 YEAR, NEW CONTRACT	HWA.SERVICES.EDGE NEW SCAN GOLD..	0	0	0									121
HONEYWELL SERVICE	HSV	SVCPC42-SP3N	286.44	434.00	434.00	N	N	1	US	HONEYWELL, SERVICE, PC43, EDGE SERVICE, PLATINUM, 2 DAY, 3 YEAR, NEW CONTRACT	HWA.SERVICES.EDGE NEW PRINT PLATINUM..	0	0	0									121
HONEYWELL SERVICE	HSV	SVCPC42-SP5N	512.81	776.98	776.98	N	N	1	US	HONEYWELL, SERVICE, PC43, EDGE SERVICE, PLATINUM, 2 DAY, 5 YEAR, NEW CONTRACT	HWA.SERVICES.EDGE NEW PRINT PLATINUM..	0	0	0									121
HONEYWELL SERVICE	HSV	SVCPC43-SG1R	21.58	32.70	32.70	N	N	1	US	HONEYWELL, PC43, EDGE SERVICE, GOLD, 5 DAY, 1 YEAR, RENEWAL	HWA.SERVICES.RENEWAL PRINT..	0	0	0									121
HONEYWELL SERVICE	HSV	SVCPC43-SP3N	286.44	434.00	434.00	N	N	1	US	HONEYWELL, SERVICE, PC43, EDGE SERVICE, PLATINUM, 2 DAY, 3 YEAR, NEW CONTRACT	HWA.SERVICES.EDGE NEW PRINT PLATINUM..	0	0	0									121
HONEYWELL SERVICE	HSV	SVCPC43-SP5N	512.81	776.98	776.98	N	N	1	US	HONEYWELL, SERVICE, PC43, EDGE SERVICE, PLATINUM, 2 DAY, 5 YEAR, NEW CONTRACT	HWA.SERVICES.EDGE NEW PRINT PLATINUM..	0	0	0									121
HONEYWELL SERVICE	HSV	SVC1911I-SG5N	77.83	117.93	117.93	N	N	1	US	HONEYWELL,SERVICE CONTRACT,GRANIT,EDGE SERVICE,GOLD,1 DAY,5 YEAR,NEW CONTRACT	HWA.SERVICES.EDGE NEW SCAN GOLD..	0	0	0									121
