CWR Part Number,Manufacturer Part Number,UPC,Quantity Available to Ship (Combined),Quantity Available to Ship (NJ),Quantity Available to Ship (FL),Next Shipment Date (Combined),Next Shipment Date (NJ),Next Shipment Date (FL),Your Cost,List Price,M.A.P. Price,M.R.P. Price,Uppercase Title,Title,Full Description,Category ID,Category Name,Manufacturer Name,Shipping Weight,Box Height,Box Length,Box Width,List of Accessories by SKU,List of Accessories by MFG#,Quick Specs,Image (300x300) Url,Image (1000x1000) Url,Non-stock,Drop Ships Direct From Vendor,Hazardous Materials,Truck Freight,Exportable,First Class Mail,Oversized,Remanufactured,Closeout,Harmonization Code,Country Of Origin,Sale,Original Price (If on Sale/Closeout),Sale Start Date,Sale End Date,Rebate,Rebate Description,Rebate Description With Link,Rebate Start Date,Rebate End Date,Google Merchant Category,Quick Guide Literature (pdf) Url,Owners Manual (pdf) Url,Brochure Literature (pdf) Url,Installation Guide (pdf) Url,Video Urls,Prop 65,Prop 65 Description,Free Shipping,Free Shipping End Date,Returnable,Image Additional (1000x1000) Urls,Case Qty (NJ),Case Qty (FL),3rd Party Marketplaces,FCC ID
10020,2228,791659022283,35,11,24,,,,4.88,9.95,,,"ACR WW-3 RES-Q WHISTLE WITH 18"" LANYARD",ACR Survival Res-Q&trade; Whistle w/Lanyard,"<p><strong>Survival Res-Q&trade; Whistle with Lanyard&nbsp;</strong></p><p>Get attention when you need it with the ResQ&trade; Whistle. &nbsp;This compact survival whistle was specially developed to locate boaters who&rsquo;ve fallen overboard, but it can also aid in land rescues.&nbsp;</p><p>The ResQ issues a shrill dual-tone up to 100 decibels, which is audible over great distances. &nbsp;The unique, flat design of this whistle keeps it from holding water, and its 31.5"" (80 cm) lanyard easily attaches to life jackets, rafts, and other weather gear.&nbsp;</p><p><strong>Features:</strong></p><ul><li>Loud, shrill, dual tone audible from great distance</li><li>Unique flat design</li><li>Meets USCG/SOLAS requirements</li><li>Aids in land or sea rescues</li></ul><p>*Sold as an Individual&nbsp;</p><p><img src=""https://productimageserver.com/prop65/6pt.png"" alt=""Warning"" /><strong>WARNING:</strong> This product can expose you to chemicals which are known to the State of California to cause cancer, birth defects or other reproductive harm. For more information go to <a href=""http://P65Warnings.ca.gov"">P65Warnings.ca.gov</a>.</p> <!--- cis2:m2lrn5xm --->","19*247,7*106","Paddlesports | Safety,Marine Safety | Accessories",ACR Electronics,0.1,1.0,5.0,4.0,,,,https://productimageserver.com/product/images/10020.gif,https://productimageserver.com/product/xl/10020XL.jpg,0,0,0,0,1,1,0,0,0,9503.90.0080,CHINA,0,,,,0,,,,,SPORTING GOODS > OUTDOOR RECREATION,,,,,,1,"<p><img src=""https://productimageserver.com/prop65/6pt.png"" alt=""Warning"" /><strong>WARNING:</strong> This product can expose you to chemicals which are known to the State of California to cause cancer, birth defects or other reproductive harm. For more information go to <a href=""http://P65Warnings.ca.gov"">P65Warnings.ca.gov</a>.</p>",0,,1,,24,24,Allowed,
10021,6001,791659060018,3,3,0,,,,77.81,134.95,,,ACR 55W/12V LAMP FOR RCL-100 SERIES SEARCHLIGHT,ACR 55W Replacement Bulb f/RCL-100 Searchlight - 12V,"<p><strong>55W Replacement Bulb for RCL-100 Searchlight - 12V&nbsp;</strong></p><p>High intensity 55W Halogen Bulb - 12V.&nbsp;</p><p><strong>Compatible With:</strong></p><ul><li>RCL-100, RCL-100A, RCL-100B, RCL-100C and RCl-100D searchlights</li></ul><p>*Sold as an Individual&nbsp;</p><p><img src=""https://productimageserver.com/prop65/6pt.png"" alt=""Warning"" /><strong>WARNING:</strong> This product can expose you to chemicals which are known to the State of California to cause cancer, birth defects or other reproductive harm. For more information go to <a href=""http://P65Warnings.ca.gov"">P65Warnings.ca.gov</a>.</p><strong>This product may not be returned to the original point of purchase.  Please contact the manufacturer directly with any issues or concerns.</strong> <!--- cis2:m2lrn5xm --->",27*411,Lighting | Bulbs,ACR Electronics,0.1,1.0,4.0,1.0,,,Voltage - Input Range (Volts) = 12,https://productimageserver.com/product/images/10021.gif,https://productimageserver.com/product/xl/10021XL.jpg,0,0,0,0,1,1,0,0,0,8513.90.4000,JAPAN,0,,,,0,,,,,VEHICLES & PARTS > VEHICLE PARTS & ACCESSORIES > WATERCRAFT PARTS & ACCESSORIES > WATERCRAFT LIGHTING,,,,,,1,"<p><img src=""https://productimageserver.com/prop65/6pt.png"" alt=""Warning"" /><strong>WARNING:</strong> This product can expose you to chemicals which are known to the State of California to cause cancer, birth defects or other reproductive harm. For more information go to <a href=""http://P65Warnings.ca.gov"">P65Warnings.ca.gov</a>.</p>",0,,0,,10,10,Allowed,
10024,6003,791659060032,3,2,1,,,,77.81,134.95,,,ACR 55W/24V LAMP FOR RCL-100 SERIES SEARCHLIGHT,ACR 55W Replacement Bulb f/RCL-100 Searchlight - 24V,"<p><strong>55W Replacement Bulb for RCL-100 Searchlight - 24V</strong></p><p>High intensity 55W Halogen - 24V.&nbsp;</p><p><strong>Compatible With:</strong></p><ul><li>RCL-100, RCL-100A, RCL-100B, RCL-100C and RCl-100D searchlights</li></ul><p>*Sold as an Individual&nbsp;</p><p><img src=""https://productimageserver.com/prop65/6pt.png"" alt=""Warning"" /><strong>WARNING:</strong> This product can expose you to chemicals which are known to the State of California to cause cancer, birth defects or other reproductive harm. For more information go to <a href=""http://P65Warnings.ca.gov"">P65Warnings.ca.gov</a>.</p><strong>This product may not be returned to the original point of purchase.  Please contact the manufacturer directly with any issues or concerns.</strong> <!--- cis2:m2lrn5xm --->",27*411,Lighting | Bulbs,ACR Electronics,0.1,1.0,3.0,2.0,,,Voltage - Input Range (Volts) = 24,https://productimageserver.com/product/images/10024.gif,https://productimageserver.com/product/xl/10024XL.jpg,0,0,0,0,1,1,0,0,0,8513.90.4000,JAPAN,0,,,,0,,,,,VEHICLES & PARTS > VEHICLE PARTS & ACCESSORIES > WATERCRAFT PARTS & ACCESSORIES > WATERCRAFT LIGHTING,,,,,,1,"<p><img src=""https://productimageserver.com/prop65/6pt.png"" alt=""Warning"" /><strong>WARNING:</strong> This product can expose you to chemicals which are known to the State of California to cause cancer, birth defects or other reproductive harm. For more information go to <a href=""http://P65Warnings.ca.gov"">P65Warnings.ca.gov</a>.</p>",0,,0,,4,10,Allowed,
10025,1928.3,791659192832,2,0,2,,,,143.44,249.95,,,ACR URP-102 POINT PAD ONLY FOR RCL-50/100 SERIES,ACR URP-102 Point Pad&trade; f/ACR Searchlights,"<p><strong>URP-102 Point Pad&trade; for ACR Searchlights&nbsp;</strong></p><p>Control an ACR spotlight from any place on a vessel with fingertip control and accuracy &nbsp;This controller can be surface or flush mounted.</p><p><strong>In the Box:</strong></p><ul><li>Point Pad&trade; URP-102 remote&nbsp;</li><li>Flush and surface mount case</li><li>Gaskets (surface and Flush)</li><li>Mounting hardware</li><li>Instruction manual&nbsp;</li></ul><p>*Sold as an Individual&nbsp;</p><p><img src=""https://productimageserver.com/prop65/6pt.png"" alt=""Warning"" /><strong>WARNING:</strong> This product can expose you to chemicals including BISPHENOL A (BPA) which is known to the State of California to cause birth defects or other reproductive harm. For more information go to <a href=""http://P65Warnings.ca.gov"">P65Warnings.ca.gov</a>.</p><p><img src=""https://productimageserver.com/prop65/6pt.png"" alt=""Warning"" /><strong>WARNING:</strong> This product can expose you to chemicals which are known to the State of California to cause cancer, birth defects or other reproductive harm. For more information go to <a href=""http://P65Warnings.ca.gov"">P65Warnings.ca.gov</a>.</p> <!--- cis2:m2lrn5xm --->",27*106,Lighting | Accessories,ACR Electronics,1.0,4.0,9.0,7.0,32666|61027|84536|86250|86251|94065,1933|1951|1951.B|1960|1961|1935,Type = Parts,https://productimageserver.com/product/images/10025.gif,https://productimageserver.com/product/xl/10025XL.jpg,0,0,0,0,1,0,0,0,0,9405.40.6000,UNITED STATES,0,,,,0,,,,,VEHICLES & PARTS > VEHICLE PARTS & ACCESSORIES > WATERCRAFT PARTS & ACCESSORIES,,,,,,1,"<p><img src=""https://productimageserver.com/prop65/6pt.png"" alt=""Warning"" /><strong>WARNING:</strong> This product can expose you to chemicals including BISPHENOL A (BPA) which is known to the State of California to cause birth defects or other reproductive harm. For more information go to <a href=""http://P65Warnings.ca.gov"">P65Warnings.ca.gov</a>.</p><p><img src=""https://productimageserver.com/prop65/6pt.png"" alt=""Warning"" /><strong>WARNING:</strong> This product can expose you to chemicals which are known to the State of California to cause cancer, birth defects or other reproductive harm. For more information go to <a href=""http://P65Warnings.ca.gov"">P65Warnings.ca.gov</a>.</p>",0,,1,,1,3,Allowed,
10026,6002,791659060025,4,2,2,,,,42.8,72.95,,,ACR 55W/12V LAMP FOR RCL-50 SEARCHLIGHT,ACR 55W Replacement Bulb f/RCL-50 Searchlight - 12V,"<B>55W Replacement Bulb f/RCL-50 Searchlight - 12V</B><br><br>High intensity 55W Halogen 12V bulb<p><img src=""https://productimageserver.com/prop65/6pt.png"" alt=""Warning"" /><strong>WARNING:</strong> This product can expose you to chemicals which are known to the State of California to cause cancer, birth defects or other reproductive harm. For more information go to <a href=""http://P65Warnings.ca.gov"">P65Warnings.ca.gov</a>.</p><strong>This product may not be returned to the original point of purchase.  Please contact the manufacturer directly with any issues or concerns.</strong> <!--- cis2:m2lrn5xm --->",27*411,Lighting | Bulbs,ACR Electronics,0.1,1.0,2.0,1.0,,,Voltage - Input Range (Volts) = 12v,https://productimageserver.com/product/images/10026.gif,https://productimageserver.com/product/xl/10026XL.jpg,0,0,0,0,1,1,0,0,0,8513.90.4000,JAPAN,0,,,,0,,,,,VEHICLES & PARTS > VEHICLE PARTS & ACCESSORIES > WATERCRAFT PARTS & ACCESSORIES > WATERCRAFT LIGHTING,,,,,,1,"<p><img src=""https://productimageserver.com/prop65/6pt.png"" alt=""Warning"" /><strong>WARNING:</strong> This product can expose you to chemicals which are known to the State of California to cause cancer, birth defects or other reproductive harm. For more information go to <a href=""http://P65Warnings.ca.gov"">P65Warnings.ca.gov</a>.</p>",0,,0,,5,5,Allowed,
10027,1927.3,791659192733,4,2,2,,,,325.16,549.95,,,ACR URC-102 MASTER CONTROLLER ONLY FOR RCL-50/100 SERIES,ACR URC-102 Master Controller f/RCL-50 &amp; RCL-100 Searchlight,"<p><strong>URC-102 Master Controller for RCL-50 and RCL-100 Searchlight&nbsp;</strong></p><p>Replacement controller which controls On/Off, rotation speed and the XRCiZ feature of the RCL-50 and RCL-100 searchlights.</p><p><strong>Compatible With:</strong></p><ul><li>RCL-50 and RCL-100 searchights&nbsp;</li></ul><p>*Not compatible with RCL 100-LED</p><p><strong>In the Box:</strong></p><ul><li>URC-102 Controller</li><li>Connectors</li></ul><p>*Sold as an Individual&nbsp;</p><p><img src=""https://productimageserver.com/prop65/6pt.png"" alt=""Warning"" /><strong>WARNING:</strong> This product can expose you to chemicals including di(2-ethylhexyl)phthalate (dehp) which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information go to <a href=""http://P65Warnings.ca.gov"">P65Warnings.ca.gov</a>.</p><p><img src=""https://productimageserver.com/prop65/6pt.png"" alt=""Warning"" /><strong>WARNING:</strong> This product can expose you to chemicals which are known to the State of California to cause cancer, birth defects or other reproductive harm. For more information go to <a href=""http://P65Warnings.ca.gov"">P65Warnings.ca.gov</a>.</p> <!--- cis2:m2lrn5xm --->",27*106,Lighting | Accessories,ACR Electronics,1.0,4.0,8.0,7.0,,,Type = Parts,https://productimageserver.com/product/images/10027.gif,https://productimageserver.com/product/xl/10027XL.jpg,0,0,0,0,1,0,0,0,0,9405.40.6000,UNITED STATES,0,,,,0,,,,,VEHICLES & PARTS > VEHICLE PARTS & ACCESSORIES > WATERCRAFT PARTS & ACCESSORIES,,,,,,1,"<p><img src=""https://productimageserver.com/prop65/6pt.png"" alt=""Warning"" /><strong>WARNING:</strong> This product can expose you to chemicals including di(2-ethylhexyl)phthalate (dehp) which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information go to <a href=""http://P65Warnings.ca.gov"">P65Warnings.ca.gov</a>.</p><p><img src=""https://productimageserver.com/prop65/6pt.png"" alt=""Warning"" /><strong>WARNING:</strong> This product can expose you to chemicals which are known to the State of California to cause cancer, birth defects or other reproductive harm. For more information go to <a href=""http://P65Warnings.ca.gov"">P65Warnings.ca.gov</a>.</p>",0,,1,,2,2,Allowed,
10030,9283.3,791659928332,5,2,3,,,,372.73,664.95,,,ACR UNIVERSAL REMOTE CONTROL KIT FOR RCL-50 & 100,ACR Universal Remote Control Kit f/RCL-50 &amp; RCL-100 Searchlight,"<p><strong>Universal Remote Control Kit for RCL-50 and RCL-100 Searchlight&nbsp;</strong></p><p>Control an ACR spotlight from any place on a vessel with fingertip control and accuracy &nbsp;This controller can be surface or flush mounted.</p><p><strong>Compatible With:</strong></p><ul><li>RCL-50 and RCL-100</li></ul><p>*Not compatible with RCL 100-LED&nbsp;</p><p><strong>In the Box:</strong></p><ul><li>URC-102 Master controller</li><li>URP-102 Point Pad&trade;</li><li>Connectors</li><li>Coaxial cable - 15'</li><li>Instruction manual</li></ul><p>*Sold as an Individual&nbsp;</p><p><img src=""https://productimageserver.com/prop65/6pt.png"" alt=""Warning"" /><strong>WARNING:</strong> This product can expose you to chemicals including BISPHENOL A (BPA) which is known to the State of California to cause birth defects or other reproductive harm. For more information go to <a href=""http://P65Warnings.ca.gov"">P65Warnings.ca.gov</a>.</p><p><img src=""https://productimageserver.com/prop65/6pt.png"" alt=""Warning"" /><strong>WARNING:</strong> This product can expose you to chemicals which are known to the State of California to cause cancer, birth defects or other reproductive harm. For more information go to <a href=""http://P65Warnings.ca.gov"">P65Warnings.ca.gov</a>.</p> <!--- cis2:m2lrn5xm --->",27*106,Lighting | Accessories,ACR Electronics,1.5,5.0,9.0,8.0,,,Type = Parts,https://productimageserver.com/product/images/10030.gif,https://productimageserver.com/product/xl/10030XL.jpg,0,0,0,0,1,0,0,0,0,9405.40.8000,UNITED STATES,0,,,,0,,,,,VEHICLES & PARTS > VEHICLE PARTS & ACCESSORIES > WATERCRAFT PARTS & ACCESSORIES,,,,,,1,"<p><img src=""https://productimageserver.com/prop65/6pt.png"" alt=""Warning"" /><strong>WARNING:</strong> This product can expose you to chemicals including BISPHENOL A (BPA) which is known to the State of California to cause birth defects or other reproductive harm. For more information go to <a href=""http://P65Warnings.ca.gov"">P65Warnings.ca.gov</a>.</p><p><img src=""https://productimageserver.com/prop65/6pt.png"" alt=""Warning"" /><strong>WARNING:</strong> This product can expose you to chemicals which are known to the State of California to cause cancer, birth defects or other reproductive harm. For more information go to <a href=""http://P65Warnings.ca.gov"">P65Warnings.ca.gov</a>.</p>",0,,1,,1,1,Allowed,
10341,X-10-M,10342170002,3,1,2,,,,38.46,47.44,,,RITCHIE X-10-M SPORT COMPASS BRACKET MOUNT - GRAY,Ritchie X-10-M Sport - Bracket Mount - Gray,"<p><strong>RitchieSport Compass</strong></p><p><strong>Features:</strong></p><ul><li>2&Prime; (51 mm) Direct-Reading, High Visibility Dials</li><li>Two-Sided, Self-Adhesive Mounting Pads Included</li><li>Reversible Bracket allows a mounting range of over 300 degrees from overhead, through angled and vertical mounts to horizontal surfaces</li><li>These mounting position options and your choice of mounting hardware permit mounting on everything from windshield or supporting frame structures, to slanted dashboards and consoles, to almost any flat, angled or vertical surface</li><li>Internal Green Night Lighting</li><li>High Temp Composite Construction for Extended Operating Range</li><li>Hardened Steel Pivot and Sapphire Jewel Movement</li><li>Built-in Compensators</li><li>Exclusive 5-Year Ritchie Warranty</li></ul><p><strong>Approx. Shipping Weight:</strong> 5 oz. (142g) </p><p><strong>Notes:</strong>&nbsp;</p><p>Comes standard with 12v green lighting.</p> <!--- cis2:m2lrn5xm --->","2*24,31*245","Automotive/RV | Compasses - Magnetic,Marine Navigation & Instruments | Compasses",Ritchie,0.3,4.0,5.0,4.0,,,Backlight = Yes | Lubber Lines = Yes | Mounting Style = Bracket | Read = Front,https://productimageserver.com/product/images/10341.gif,https://productimageserver.com/product/xl/10341XL.jpg,0,0,0,0,1,1,0,0,0,1080.00.00.00,UNITED STATES,0,,,,0,,,,,ELECTRONICS > MARINE ELECTRONICS,https://productimageserver.com/literature/quickGuide/10341QG.pdf,https://productimageserver.com/literature/ownersManual/10341OM.pdf,,,,0,,0,,1,https://productimageserver.com/secondaryImages/10341BXL.jpg,5,5,Allowed,
10342,SS-1002,10342138309,15,8,7,,,,256.12,323.3,,,RITCHIE SS-1002 SUPERSPORT COMPASS FLUSH MOUNT - BLACK,Ritchie SS-1002 SuperSport Compass - Flush Mount - Black,"<p><strong>Supersport&trade; Compass</strong></p><p>Developed for and tested on offshore race boats the SuperSport Series compasses feature the PowerDamp&reg; Plus dial. This dial technology features the PowerDamp&reg; dial skirt to prevent oscillation, larger DirectiveForce&trade; magnets for quick lock on and extra-large steel pivots and jewels for smooth fast action.</p><p><strong>Features:</strong></p><ul><li>3 3/4&Prime; (96 mm) PowerDamp Plus, High-Visibility Blue Open Face Dial with Extra Large White Numerals</li><li>Easily Installed, Fits 4&Prime; (10.16 cm) Mounting Hole</li><li>Built-in Compensators to Easily Adjust for Deviation</li><li>Built-in 12v Green LED lighting in Movable Sun Shield</li><li>100% Repairable</li><li>Exclusive 5-Year Ritchie Warranty</li></ul><p><strong>Approx. Shipping Weight:</strong> 2lbs. (907g)</p><p><strong>Notes:</strong>&nbsp;</p><p>24 &amp; 32v lighting options are available. Some custom built OEM models may have different lighting.</p> <!--- cis2:m2lrn5xm --->",31*245,Marine Navigation & Instruments | Compasses,Ritchie,2.1,5.0,9.0,8.0,28181|36372|71086,H-741-C|H-ABLK|SH-0126-820,Mounting Style = Flush | Lubber Lines = Yes | Backlight = Yes | Read = Rear,https://productimageserver.com/product/images/10342.gif,https://productimageserver.com/product/xl/10342XL.jpg,0,0,0,0,1,0,0,0,0,1080.00.00.00,UNITED STATES,0,,,,0,,,,,ELECTRONICS > MARINE ELECTRONICS,https://productimageserver.com/literature/quickGuide/10342QG.pdf,https://productimageserver.com/literature/ownersManual/10342OM.pdf,,https://productimageserver.com/literature/installations/10342IN.pdf,,0,,0,,1,https://productimageserver.com/secondaryImages/10342BXL.jpg,4,4,Allowed,
10345,SS-2000,10342150011,3,1,2,,,,441.77,560.92,,,RITCHIE SS-2000 SUPERSPORT COMPASS FLUSH MOUNT - BLACK,Ritchie SS-2000 SuperSport Compass - Flush Mount - Black,"<p><strong>Supersport&trade; Compass</strong></p><p>Developed for and tested on offshore race boats the SuperSport Series compasses feature the PowerDamp&reg; Plus dial. This dial technology features the PowerDamp&reg; dial skirt to prevent oscillation, larger DirectiveForce&trade; magnets for quick lock on and extra-large steel pivots and jewels for smooth fast action.</p><p><strong>Features:</strong></p><ul><li>4 1/2&Prime; (115 mm) PowerDamp Plus, High-Visibility Blue Dial with Extra Large White Numerals</li><li>Easily Installed, Fits 4.75&Prime; (121 mm) to 5.125&Prime; (130 mm) Mounting Hole</li><li>Built-in Compensators to Easily Adjust for Deviation</li><li>Internal Gimbal Systems for Maximum Stability During Adverse Pitch and Roll Conditions</li><li>12v Green LED lighting standard</li><li>45 Degree Lubber Lines</li><li>100% Repairable</li><li>Exclusive 5-Year Ritchie Warranty</li></ul><p><strong>Approx. Shipping Weight:</strong> 2lbs 10oz (1.19kg)</p><p><strong>Notes:</strong>&nbsp;</p><p>Comes standard with 12v lighting. 24 &amp; 32v lighting options are available. Some custom built OEM models may have different lighting.</p> <!--- cis2:m2lrn5xm --->",31*245,Marine Navigation & Instruments | Compasses,Ritchie,2.9,7.0,8.0,8.0,10548|71066,N-203-C|SH-0126-200,Lubber Lines = Yes | Backlight = Yes | Read = Rear | Mounting Style = Flush,https://productimageserver.com/product/images/10345.gif,https://productimageserver.com/product/xl/10345XL.jpg,0,0,0,0,1,0,0,0,0,1080.00.00.00,UNITED STATES,0,,,,0,,,,,ELECTRONICS > MARINE ELECTRONICS,https://productimageserver.com/literature/quickGuide/10345QG.pdf,https://productimageserver.com/literature/ownersManual/10345OM.pdf,,https://productimageserver.com/literature/installations/10345IN.pdf,,0,,0,,1,https://productimageserver.com/secondaryImages/10345BXL.jpg,2,1,Allowed,
10348,FN-201,10342150004,3,0,3,,,,372.82,473.38,,,RITCHIE FN-201 NAVIGATOR COMPASS FLUSH MOUNT - BLACK,Ritchie FN-201 Navigator Compass - Flush Mount - Black,"<p><strong>Navigator Compass</strong></p><p><strong>Features:</strong></p><ul><li>4 1/2&Prime; (115 mm) Open Face Dial with Large Numerals</li><li>Easily Installed, Fits 4.75&Prime; (121 mm) to 5.125&Prime; (130 cm) Mounting Hole</li><li>Scientifically Matched Sapphire Jewel and Hardened Steel Pivot Dial Movement</li><li>Powerful DirectiveForce Magnets for Fast Heading Lock-on</li><li>12v Green LED lighting Standard</li><li>Built-in Compensators to Easily Adjust for Deviation</li><li>Movable Sun Shield</li><li>45 Degree Lubber Lines</li><li>High Temperature Construction for Extended Operating Range</li><li>100% Repairable</li><li>Exclusive 5-Year Ritchie Warranty</li></ul><p><strong>Approx. Shipping Weight:</strong> 2 lbs 10oz (1.19kg)</p><p><strong>Notes:</strong></p><p>Comes standard with 12v lighting. 24 &amp; 32v lighting options are available. Some custom built OEM models may have different lighting.</p> <!--- cis2:m2lrn5xm --->",31*245,Marine Navigation & Instruments | Compasses,Ritchie,2.9,7.0,8.0,8.0,10548|71066,N-203-C|SH-0126-200,Backlight = Yes | Lubber Lines = Yes | Read = Rear | Mounting Style = Flush,https://productimageserver.com/product/images/10348.gif,https://productimageserver.com/product/xl/10348XL.jpg,0,0,0,0,1,0,0,0,0,1080.00.00.00,UNITED STATES,0,,,,0,,,,,ELECTRONICS > MARINE ELECTRONICS,https://productimageserver.com/literature/quickGuide/10348QG.pdf,https://productimageserver.com/literature/ownersManual/10348OM.pdf,,https://productimageserver.com/literature/installations/10348IN.pdf,,0,,0,,1,https://productimageserver.com/secondaryImages/10348BXL.jpg,2,1,Allowed,
10349,BN-202,10342150301,0,0,0,Pending,Pending,Pending,430.96,501.46,,,RITCHIE BN-202 NAVIGATOR COMPASS BULKHEAD MOUNT - BLACK,Ritchie BN-202 Navigator Compass - Bulkhead Mount - Black,"<p><strong>Navigator Compass</strong></p><p><strong>Features:</strong></p><ul><li>4 1/2&Prime; (115 mm) Ritchie CombiDial and Built-in Inclinometer</li><li>When mounting this Compass to a bulkhead that is NOT perpendicular (90&deg; angle) to the center-line of the boat and/or NOT vertical (90&deg; angle) to the waterline of the boat (boat on level keel), a fairing block MUST be used to make the compass so.</li><li>Easily Installed, Fits 5.75&Prime; (146 mm) Mounting Hole</li><li>Internal Gimbal Systems for Maximum Stability During Adverse Pitch and Roll Conditions</li><li>Scientifically Matched Sapphire Jewel and Hardened Steel Pivot Dial Movement</li><li>Fiberglass Reinforced Bowl</li><li>45 degree Lubber Lines</li><li>Exclusive Built-in 12v Amber LED Lighting</li><li>Built-in Compensators to Easily Adjust for Deviation</li><li>100% Repairable</li><li>Exclusive 5-Year Ritchie Warranty</li></ul><p><strong>Approx. Shipping Weight:</strong> 2 lbs 5 oz (1.05 kg)</p><p><strong>Notes:</strong></p><p>12v lighting standard - 24 &amp; 32v lighting options are available.</p> <!--- cis2:m2lrn5xm --->",31*245,Marine Navigation & Instruments | Compasses,Ritchie,2.8,7.0,8.0,7.0,10541|10549|71066,BN-C|NC-20|SH-0126-200,Mounting Style = Bulkhead | Lubber Lines = Yes | Read = Both | Backlight = Yes,https://productimageserver.com/product/images/10349.gif,https://productimageserver.com/product/xl/10349XL.jpg,0,0,0,0,1,0,0,0,0,1080.00.00.00,UNITED STATES,0,,,,0,,,,,ELECTRONICS > MARINE ELECTRONICS,https://productimageserver.com/literature/quickGuide/10349QG.pdf,https://productimageserver.com/literature/ownersManual/10349OM.pdf,,https://productimageserver.com/literature/installations/10349IN.pdf,,0,,0,,1,https://productimageserver.com/secondaryImages/10349BXL.jpg,2,1,Allowed,
10350,SP-5-B,10342050458,0,0,0,Pending,Pending,Pending,909.95,1105.16,,,RITCHIE SP-5-B GLOBEMASTER COMPASS PEDESTAL MOUNT - BLACK,Ritchie SP-5-B GlobeMaster Compass - Pedestal Mount - Black - 5 Degree Card 12V,"<p><strong>Globemaster Compass</strong></p><p><strong>Features:</strong></p><ul><li>5&Prime; (127 mm) Open Face Dial</li><li>Choice of 2 Degree, 2 Degree with Points or 5 Degree Dial</li><li>Brushed Stainless Steel or Black Wrinkle Finish</li><li>Easily Installed</li><li>Ideal for both Power and Sailboats</li><li>Lightweight/Easy-to-Align Mounting Base Fits all Popular Sailboat Pedestals</li><li>45 and 90 Degree Lubber Lines for Easy Reading</li><li>Full Internal Gimbals</li><li>12V Green LED lighting Standard</li><li>Built-in Compensators</li><li>Weather Shield Available &ndash; Model No.&nbsp;WS-P</li><li>100% Repairable</li><li>Exclusive 5-Year Ritchie Warranty</li></ul><p><strong>Approx. Shipping Weight:</strong>&nbsp;6lbs (2.72 kg)</p><p><strong>Notes:</strong></p><p>12v lighting standard - 24 &amp; 32v lighting options are available.</p><p>This compass conforms with ISO 10316(E) and ISO 613:2000(E) standards.</p> <!--- cis2:m2lrn5xm --->",31*245,Marine Navigation & Instruments | Compasses,Ritchie,5.9,9.0,11.0,10.0,10550|71066,GM-5-C|SH-0126-200,Lubber Lines = Yes | Mounting Style = Pedestal | Read = Rear | Backlight = Yes,https://productimageserver.com/product/images/10350.gif,https://productimageserver.com/product/xl/10350XL.jpg,0,0,0,0,1,0,0,0,0,1080.00.00.00,UNITED STATES,0,,,,0,,,,,ELECTRONICS > MARINE ELECTRONICS,https://productimageserver.com/literature/quickGuide/10350QG.pdf,https://productimageserver.com/literature/ownersManual/10350OM.pdf,,https://productimageserver.com/literature/installations/10350IN.pdf,,0,,0,,1,https://productimageserver.com/secondaryImages/10350BXL.jpg,1,1,Allowed,
10351,F-50,10342160003,22,9,13,,,,76.33,94.12,,,RITCHIE F-50 EXPLORER COMPASS FLUSH MOUNT - BLACK,Ritchie F-50 Explorer Compass - Flush Mount - Black,"<p><strong>Explorer Compass</strong></p><p><strong>Features:</strong></p><ul><li>2 3/4&Prime; (70 mm) Easy to Read Direct Reading Dial</li><li>Easily Installed, Fits 3.75&Prime; (9.53 cm) Mounting Hole</li><li>Internal Green Night Illumination</li><li>Built-in Compensators to Easily Adjust for Deviation</li><li>Scientifically Matched Sapphire Jewel &amp; Hardened Steel Pivot Dial Movement</li><li>Powerful DirectiveForce Magnets for Fast Heading Lock-on</li><li>Movable Sun Shield</li><li>High Temperature Composite Construction for Extended Operating Range</li><li>100% Repairable</li><li>Exclusive 5-Year Ritchie Warranty</li></ul><p><strong>Approx. Shipping Weight:</strong> 1lb (454g)</p><p><strong>Notes:</strong>&nbsp;</p><p>Comes standard with 12v lighting. 6 &amp; 24v lighting options are available.</p><p>Some custom built OEM models may have different lighting.</p> <!--- cis2:m2lrn5xm --->",31*245,Marine Navigation & Instruments | Compasses,Ritchie,0.9,5.0,6.0,6.0,,,Read = Front | Mounting Style = Flush | Backlight = Yes | Lubber Lines = Yes,https://productimageserver.com/product/images/10351.gif,https://productimageserver.com/product/xl/10351XL.jpg,0,0,0,0,1,0,0,0,0,1080.00.00.00,UNITED STATES,0,,,,0,,,,,ELECTRONICS > MARINE ELECTRONICS,https://productimageserver.com/literature/quickGuide/10351QG.pdf,https://productimageserver.com/literature/ownersManual/10351OM.pdf,,https://productimageserver.com/literature/installations/10351IN.pdf,,0,,0,,1,https://productimageserver.com/secondaryImages/10351BXL.jpg,5,5,Allowed,
