CWR Part Number,Manufacturer Part Number,UPC,Quantity Available to Ship (Combined),Quantity Available to Ship (NJ),Quantity Available to Ship (FL),Next Shipment Date (Combined),Next Shipment Date (NJ),Next Shipment Date (FL),Your Cost,List Price,M.A.P. Price,M.R.P. Price,Uppercase Title,Title,Full Description,Category ID,Category Name,Manufacturer Name,Shipping Weight,Box Height,Box Length,Box Width,List of Accessories by SKU,List of Accessories by MFG#,Quick Specs,Image (300x300) Url,Image (1000x1000) Url,Non-stock,Drop Ships Direct From Vendor,Hazardous Materials,Truck Freight,Exportable,First Class Mail,Oversized,Remanufactured,Closeout,Harmonization Code,Country Of Origin,Sale,Original Price (If on Sale/Closeout),Sale Start Date,Sale End Date,Rebate,Rebate Description,Rebate Description With Link,Rebate Start Date,Rebate End Date,Google Merchant Category,Quick Guide Literature (pdf) Url,Owners Manual (pdf) Url,Brochure Literature (pdf) Url,Installation Guide (pdf) Url,Video Urls,Prop 65,Prop 65 Description,Free Shipping,Free Shipping End Date,Returnable,Image Additional (1000x1000) Urls,Case Qty (NJ),Case Qty (FL),3rd Party Marketplaces,FCC ID
10374,DNB-200,10342150219,0,0,0,Pending,Pending,Pending,540.16,640.06,,,RITCHIE DNB-200 NAVIGATOR COMPASS BINNACLE MOUNT - BLACK,Ritchie DNB-200 Navigator Compass - Binnacle Mount - Black,"<p><strong>Navigator Compass</strong></p><p><strong>Features:</strong></p><ul><li>4 1/2&Prime; (115 mm) PowerDamp Open Face Dial with Large Numerals</li><li>Ideal for both Power and Sailboats</li><li>Fits all Popular Sailboat Steering Pedestals</li><li>Easily Installed</li><li>Stainless Housing selections: Brushed stainless, powder-coated black, or powder-coated white</li><li>12v Green LED lighting Standard</li><li>Built-in Compensators to Easily Adjust for Deviation</li><li>Movable Sun Shield</li><li>45 Degree Lubber Lines</li><li>High Temperature Construction for Extended Operating Range</li><li>Weather Shield available. Model No.&nbsp;WS-P</li><li>100% Repairable</li><li>Exclusive 5-Year Ritchie Warranty</li></ul><p><strong>Approx. Shipping Weight:</strong>&nbsp;3lbs 10oz (1.65 kg)</p><p><strong>Notes:</strong></p><p>12v lighting standard - 24 &amp; 32v lighting options are available.</p> <!--- cis2:m2lrn5xm --->",31*245,Marine Navigation & Instruments | Compasses,Ritchie,3.6,7.0,8.0,8.0,10548|71066,N-203-C|SH-0126-200,Mounting Style = Binnacle | Lubber Lines = Yes | Read = Rear | Backlight = Yes,https://productimageserver.com/product/images/10374.gif,https://productimageserver.com/product/xl/10374XL.jpg,0,0,0,0,1,0,0,0,0,1080.00.00.00,UNITED STATES,0,,,,0,,,,,ELECTRONICS > MARINE ELECTRONICS,https://productimageserver.com/literature/quickGuide/10374QG.pdf,https://productimageserver.com/literature/ownersManual/10374OM.pdf,,https://productimageserver.com/literature/installations/10374IN.pdf,,0,,0,,1,https://productimageserver.com/secondaryImages/10374BXL.jpg,6,6,Allowed,
10377,DNP-200,10342150202,0,0,0,Pending,Pending,Pending,540.16,640.06,,,RITCHIE DNP-200 NAVIGATOR COMPASS BINNACLE MOUNT,Ritchie DNP-200 Navigator Compass - Binnacle Mount - Polished Stainless Steel/Black,"<p><strong>Navigator Compass</strong></p><p><strong>Features:</strong></p><ul><li>4 1/2&Prime; (115 mm) PowerDamp Open Face Dial with Large Numerals</li><li>Ideal for both Power and Sailboats</li><li>Fits all Popular Sailboat Steering Pedestals</li><li>Easily Installed</li><li>Stainless Housing selections: Brushed stainless, powder-coated black, or powder-coated white</li><li>12v Green LED lighting Standard</li><li>Built-in Compensators to Easily Adjust for Deviation</li><li>Movable Sun Shield</li><li>45 Degree Lubber Lines</li><li>High Temperature Construction for Extended Operating Range</li><li>Weather Shield available. Model No.&nbsp;WS-P</li><li>100% Repairable</li><li>Exclusive 5-Year Ritchie Warranty</li></ul><p><strong>Approx. Shipping Weight:</strong> 3lbs 10oz (1.65 kg)</p><p><strong>Notes:</strong></p><p>12v lighting standard - 24 &amp; 32v lighting options are available.</p> <!--- cis2:m2lrn5xm --->",31*245,Marine Navigation & Instruments | Compasses,Ritchie,3.6,7.0,8.0,8.0,10548|71066,N-203-C|SH-0126-200,Read = Rear | Mounting Style = Binnacle | Lubber Lines = Yes | Backlight = Yes,https://productimageserver.com/product/images/10377.gif,https://productimageserver.com/product/xl/10377XL.jpg,0,0,0,0,1,0,0,0,0,1080.00.00.00,UNITED STATES,0,,,,0,,,,,ELECTRONICS > MARINE ELECTRONICS,https://productimageserver.com/literature/quickGuide/10377QG.pdf,https://productimageserver.com/literature/ownersManual/10377OM.pdf,,https://productimageserver.com/literature/installations/10377IN.pdf,,0,,0,,1,https://productimageserver.com/secondaryImages/10377BXL.jpg,6,1,Allowed,
10378,YB-500,nan,0,0,0,Pending,Pending,Pending,1215.89,1476.76,,,RITCHIE YB-500 GLOBEMASTER COMPASS YOKE MOUNT - BLACK,Ritchie YB-500 Globemaster Compass - Yoke Mounted - Black - 5 Degree card - 12V,"<p><strong>Globemaster Steel Boat Compass</strong></p><p><strong>Features:</strong></p><ul><li>5&Prime; (127 mm) Open Face Dial</li><li>Choice of 2 Degree, 2 Degree with Points or 5 Degree Dial</li><li>Easily Installed</li><li>Hardened Steel Pivot and Sapphire Jewel Movement</li><li>90 Degree Lubber Lines for Easy Reading</li><li>Built-in Semi-Circular Compensators</li><li>3 1/2&Prime; inch quadrantal correctors are standard. Larger correctors are available.</li><li>Choice of Green or Red lighting in 12, 24, or 32v</li><li>100% Repairable</li><li>Exclusive 5-Year Ritchie Warranty</li></ul><p><strong>Approx. Shipping Weight:</strong> 18 lbs. (8.16 kg)</p><p><strong>Notes:</strong></p><p>When ordering specify Card Style and Night Light Color/Voltage (12, 24, or 32 volt). </p> <!--- cis2:m2lrn5xm --->",31*245,Marine Navigation & Instruments | Compasses,Ritchie,17.35,10.0,17.0,10.0,,,Read = Rear | Lubber Lines = Yes | Backlight = Yes | Mounting Style = Yoke,https://productimageserver.com/product/images/10378.gif,https://productimageserver.com/product/xl/10378XL.jpg,1,0,0,0,1,0,0,0,0,9014.10.10.00,UNITED STATES,0,,,,0,,,,,ELECTRONICS > MARINE ELECTRONICS,https://productimageserver.com/literature/quickGuide/10378QG.pdf,https://productimageserver.com/literature/ownersManual/10378OM.pdf,,https://productimageserver.com/literature/installations/10378IN.pdf,,0,,0,,1,,0,0,Allowed,
10391,220SW,788026113279,7,4,3,,,,33.33,50.0,,,STANDARD 220SW 4.5 ROUND HAILER PA HORN,"Standard Horizon 4.5"" Round Hailer/PA Horn - White","<p><strong>4.5"" Round Hailer/PA Horn - White</strong></p><ul><li>4.5"" Round PA/Hailing horn</li><li>Compatible w/GX2200S/GX3000S/GX5000S/GX5500S/VLH-3000</li><li>30 Watt horn</li><li>4 Ohm</li></ul> <!--- cis2:m2lrn5xm --->",9*44,Communication | Hailer Horns,Standard Horizon,1.4,6.0,7.0,6.0,,,Power - Output (Watts) = 30w | Shape = Round | Impedance = 4 OHM,https://productimageserver.com/product/images/10391.gif,https://productimageserver.com/product/xl/10391XL.jpg,0,0,0,0,1,0,0,0,0,8518.21.00.00,TAIWAN,0,,,,0,,,,,ELECTRONICS > MARINE ELECTRONICS > MARINE RADIOS,,,,,,0,,0,,1,,6,6,Allowed,
10394,MMB-84,788026089949,12,7,5,,,,12.0,17.0,,,STANDARD MMB-84 FLUSH MOUNT F/ QUANTUM QUEST-X MATRIX ECLIPSE,Standard Horizon Flush Mount Kit,<p><strong>Flush Mount Kit</strong></p><p>MMB-84</p><p>Rear-mounted flush mount kit for fixed-mount radios. &nbsp;Fits many current and older models.</p> <!--- cis2:m2lrn5xm --->,9*106,Communication | Accessories,Standard Horizon,0.2,2.0,5.0,4.0,,,Type = Mounting Brackets,https://productimageserver.com/product/images/10394.gif,https://productimageserver.com/product/xl/10394XL.jpg,0,0,0,0,1,1,0,0,0,8302.30.00.00,CHINA,0,,,,0,,,,,VEHICLES & PARTS > VEHICLE PARTS & ACCESSORIES > WATERCRAFT PARTS & ACCESSORIES,,,,,,0,,0,,1,,10,10,Allowed,
10442,SP-80-3,nan,0,0,0,Pending,Pending,Pending,2484.3,3549.0,,,SITEX SP-80R W PUMP 18CI ROTARY FEEDBACK,SI-TEX SP-80-3 Includes Pump & Rotary Feedback,"<font class=""large""><b>SP-80</b></font><br><b>Fixed-Mount Autopilot System</b><br><b>Cruise Control at Sea. The SP-80 takes the helm and sets you free.</b><br><br>For boaters who know where they're going. SP-80 takes you where you want to be--effortlessly. It's smart, precise piloting gives you the extra hand on deck you've always needed. And the operation is a snap: Simply set the course and the SP-80 takes the controls, piloting you to your destination with ease and precision. So bait the lines or simply enjoy the sunset. With the SI-TEX SP-80 Autopilot you're right on course. Hands free, and ready to really let you go.<br><br><ul><li>Designed for inboard, outboard and sterndrive vessels with either hydraulic or quadrant steering systems.<br><li>Automatically pilots to your next waypoint using built-in NMEA 0183 Loran/GPS interface.<br><li>Waterproof control head easily installs flush or surface mounted.<br><li>System can be expanded by adding fully functional second-station option with the SI-TEX SP-70 Handheld Control Unit.<br><li>Bold, backlit display with ten levels of brightness for clear reading in any light.<br><li>Accurate digital displays of rudder angle and operating mode in use, constantly giving you up-to-the minute operating status.<br><li>Automatic Sea State and Trim controls and ten selectable levels of rudder sensitivity with high and low speed settings for smooth, precise steering.<br><li>Rudder feedback verifies autopilot's commands.<br><li>Ghost Rudder backup allows autopilot to use memory of rudder movements to calculate new movements in event of rudder feedback failure.<br><li>Heading Output feature allows you to stabilize radar display.<br><li>Built-in diagnostics and self tests, plus visual and audible alarms.<br><li>Power Steering mode offers convenient push-button steering. Stand-By mode for manual steering situations.<br><li>Optional analog Rudder Angle Indicator for easy, at-a-glance reading of exact rudder position.<br><li>Works with solenoid valves also.<br><li>Old Part # SP-80R</li></ul> <!--- cis2:m2lrn5xm --->",31*12,Marine Navigation & Instruments | Autopilots,SI-TEX,23.15,6.0,20.0,19.0,10446,SRA-1,Steering Type = Hydraulic,https://productimageserver.com/product/images/10442.gif,https://productimageserver.com/product/xl/10442XL.jpg,0,0,0,0,1,0,0,0,0,9014.80.40.00,CANADA,0,,,,0,,,,,VEHICLES & PARTS > VEHICLE PARTS & ACCESSORIES > WATERCRAFT PARTS & ACCESSORIES > WATERCRAFT STEERING PARTS > WATERCRAFT STEERING CABLES,https://productimageserver.com/literature/quickGuide/10442QG.pdf,https://productimageserver.com/literature/ownersManual/10442OM.pdf,https://productimageserver.com/literature/brochure/10442BR.pdf,https://productimageserver.com/literature/installations/10442IN.pdf,,0,,0,,1,,0,0,Allowed,
10446,SRA-1,10407710150,1,1,0,,,,525.0,750.0,,,SITEX SRA-1 RUDDER INDICATOR FOR USE WITH SP70 80,SI-TEX SRA-1 Rudder Indicator f/Use w/SP70 80,"<font class=""large""><b>SRA-1</b></font><br><b>Rudder Angle Indicator</b><br><b>Displays precision analog position reading.</b><br><br>A quick, positive, visual indication of rudder angle can be very important when docking or maneuvering a boat in tight quarters. It can save not only your gel coat but your pride. The SI-TEX SRA-1 Rudder Angle Indicator gives you a precise look at exactly where your rudder is positioned.<br><br>An easy-to-read 3-1/8"" diameter analog faceplate displays, in high resolution, the rudder position from zero through fifty degrees to either port or starboard. High visibility white characters and scale registrations, along with red and green directional markings stand out from a black background. Where many other analog rudder angle indicators have a pointer at the twelve o'clock position on the dial, the SRA-1's zero position is at six o'clock. This configuration has the advantage of being more intuitive. The indicator moves in exactly the same way as the rudder relative to the boat.<br><br>The SRA-1 is designed for use with the SI-TEX SP-70 and SP-80 Autopilots, as well as others equipped with a rudder feedback transducer and an output connector for a rudder angle indicator. It will fit a standard 3-3/8"" circular instrument cutout in a dash, or it can be mounted in an optional watertight ABS plastic case. Up to five SRA-1 units can be connected to a single SI-TEX autopilot. <!--- cis2:m2lrn5xm --->",31*12,Marine Navigation & Instruments | Autopilots,SI-TEX,1.05,4.0,4.0,4.0,,,Type = Parts,https://productimageserver.com/product/images/10446.gif,https://productimageserver.com/product/xl/10446XL.jpg,0,0,0,0,1,0,0,0,0,9014.80.40.00,CANADA,0,,,,0,,,,,VEHICLES & PARTS > VEHICLE PARTS & ACCESSORIES > WATERCRAFT PARTS & ACCESSORIES > WATERCRAFT STEERING PARTS > WATERCRAFT STEERING CABLES,,https://productimageserver.com/literature/ownersManual/10446OM.pdf,,,,0,,0,,1,,4,2,Allowed,
10472,SP-70-3,nan,1,0,1,,,,2484.3,3549.0,,,SITEX SP-70R AUTOPILOT W/PUMP W/ROTARY FEEDBACK 18CI,SI-TEX SP-70 Autopilot w/Pump &amp; Rotary Feedback w/ 18CI pumpset,"<p><strong>SP-70 Autopilot with Pump &amp; Rotary Feedback</strong></p><p>The SI-TEX SP-70 Autopilot will add relaxation to your cruising and fishing activity. Designed for most any boat and easily installed on outboard, inboard and sterndrive vessels with either hydraulic, or quadrant steering systems.</p><p><strong>Features:</strong></p><ul><li>Ultra-compact, waterproof Control Unit has simple keypad operation and large LCD display of heading course, rudder angle, operating mode and error messages.</li><li>Control Unit can be used as dash-mounted keypad or quickly and easily removed from mounting bracket for use as a handheld portable.</li><li>Additional steering stations can be easily added with optional plug-in connectors.</li><li>Exceptionally easy to use. Just steer to desired course, press the PILOT key and the system takes over to steer you on your way. Automatically.</li><li>Built-in NMEA0183 Loran/GPS interface for precise course-line navigation along routes.</li><li>Bold, backlit displays with ten levels of brightness for clear reading in any light.</li><li>Digital displays of rudder angle and operation mode in use, constantly giving you up-to-the-minute operating status.</li><li>Automatic Sea State and Trim Controls and ten selectable levels of rudder sensitivity with high and low speed settings for smooth, precise steering.</li><li>Rudder feedback verifies autopilot's commands.</li><li>Ghost Rudder backup allows autopilot to use memory of rudder movements to calculate new movements in event of rudder feedback failure.</li><li>Heading Output feature allows you to stabilize radar display.</li><li>Built-in diagnostic and self tests, plus visual and audible alarms.</li><li>Power Steering mode offers convenient push-button steering. Stand By mode for manual steering situations.</li><li>Optional analog Rudder Angle Indicator for easy, at-a-glance reading of exact rudder position.</li><li>Works with solenoid valves also</li></ul> <!--- cis2:m2lrn5xm --->",31*12,Marine Navigation & Instruments | Autopilots,SI-TEX,22.75,7.0,20.0,19.0,45234,10080035,Steering Type = Hydraulic,https://productimageserver.com/product/images/10472.gif,https://productimageserver.com/product/xl/10472XL.jpg,0,0,0,0,1,0,0,0,0,9014.80.40.00,CANADA,0,,,,0,,,,,VEHICLES & PARTS > VEHICLE PARTS & ACCESSORIES > WATERCRAFT PARTS & ACCESSORIES > WATERCRAFT STEERING PARTS > WATERCRAFT STEERING CABLES,https://productimageserver.com/literature/quickGuide/10472QG.pdf,https://productimageserver.com/literature/ownersManual/10472OM.pdf,https://productimageserver.com/literature/brochure/10472BR.pdf,https://productimageserver.com/literature/installations/10472IN.pdf,,0,,0,,1,,0,0,Allowed,
10532,X-11Y,10342170088,4,1,3,,,,47.02,58.0,,,RITCHIE X-11Y SPORTABOUT HANDHELD COMPASS - YELLOW,Ritchie X-11Y SportAbout Handheld Compass - Yellow,<p><strong>SportAbout Hand Bearing Compass&nbsp;</strong></p><p><strong>Features:</strong></p><ul><li>Easy to Read 2&Prime; (51 mm) Direct-Reading Dial</li><li>Hardened Steel Pivot and Sapphire Jewel Movement</li><li>Built-in Roller Diaphragm for Extended Temperature Operating Range</li><li>International Safety Yellow Case</li><li>Silicon Impact Resistant Case with Neck Lanyard</li><li>Compact Size for Easy Handling and Storage</li><li>QuickSight V-Notch and Lubber Line for Easy Heading Alignment</li><li>Non-Electric Chem Sticks Provide 18 Hours of Night Lighting</li><li>Holder Available in Black or White. Ideal for Deck Mounting SportAbout Compasses on Small Boats</li></ul> <!--- cis2:m2lrn5xm --->,"1*24,19*245,31*245","Outdoor | Compasses - Magnetic,Paddlesports | Compasses,Marine Navigation & Instruments | Compasses",Ritchie,0.3,3.0,7.0,5.0,36527,X-11Y-TD,Read = Front | Backlight = No | Lubber Lines = Yes,https://productimageserver.com/product/images/10532.gif,https://productimageserver.com/product/xl/10532XL.jpg,0,0,0,0,1,1,0,0,0,1080.00.00.00,UNITED STATES,0,,,,0,,,,,ELECTRONICS > MARINE ELECTRONICS,https://productimageserver.com/literature/quickGuide/10532QG.pdf,https://productimageserver.com/literature/ownersManual/10532OM.pdf,,,,0,,0,,1,https://productimageserver.com/secondaryImages/10532BXL.jpg,5,6,Allowed,
10533,FNW-201,10342150080,3,2,1,,,,372.82,473.38,,,RITCHIE FN-201W NAVIGATOR COMPASS FLUSH MOUNT - WHITE,Ritchie FN-201W Navigator Compass - Flush Mount - White,"<p><strong>Navigator Compass</strong></p><p><strong>Features:</strong></p><ul><li>4 1/2&Prime; (115 mm) Open Face Dial with Large Numerals</li><li>Easily Installed, Fits 4.75&Prime; (121 mm) to 5.125&Prime; (130 cm) Mounting Hole.&nbsp;</li><li>Scientifically Matched Sapphire Jewel and Hardened Steel Pivot Dial Movement</li><li>Powerful DirectiveForce Magnets for Fast Heading Lock-on</li><li>12v Green LED lighting Standard</li><li>Built-in Compensators to Easily Adjust for Deviation</li><li>Movable Sun Shield</li><li>45 Degree Lubber Lines</li><li>High Temperature Construction for Extended Operating Range</li><li>100% Repairable</li><li>Exclusive 5-Year Ritchie Warranty</li></ul><p><strong>Approx. Shipping Weight:</strong> 2lbs 10oz (1.19 kg)</p><p><strong>Notes:</strong></p><p>12v lighting standard - 24 &amp; 32v lighting options are available.</p> <!--- cis2:m2lrn5xm --->",31*245,Marine Navigation & Instruments | Compasses,Ritchie,2.9,7.0,8.0,8.0,10548,N-203-C,Read = Rear | Lubber Lines = Yes | Backlight = Yes | Mounting Style = Flush,https://productimageserver.com/product/images/10533.gif,https://productimageserver.com/product/xl/10533XL.jpg,0,0,0,0,1,0,0,0,0,1080.00.00.00,UNITED STATES,0,,,,0,,,,,ELECTRONICS > MARINE ELECTRONICS,https://productimageserver.com/literature/quickGuide/10533QG.pdf,https://productimageserver.com/literature/ownersManual/10533OM.pdf,,https://productimageserver.com/literature/installations/10533IN.pdf,,0,,0,,1,https://productimageserver.com/secondaryImages/10533BXL.jpg,6,1,Allowed,
10534,HF-742W,10342138255,3,1,2,,,,226.19,285.52,,,RITCHIE HF-742W HELMSMAN COMPASS FLUSH MOUNT - WHITE,Ritchie HF-742W Helmsman Compass - Flush Mount - White,"<p><strong>Helmsman Compass</strong></p><p><strong>Features:</strong></p><ul><li>3 3/4&Prime; (95 mm) Open Face Dial or CombiDial</li><li>Easily Installed, Fits 4&Prime; (102 mm) Mounting Hole</li><li>Exclusive Built-in Green NiteVu Night Illumination</li><li>Built-in Compensators to Easily Adjust for Deviation</li><li>Scientifically Matched Sapphire Jewel and Hardened Steel Pivot Dial Movement</li><li>Powerful DirectiveForce Magnets for Fast Heading Lock-on</li><li>Movable Sun Shield</li><li>45 Degree Lubber Lines</li><li>High Temperature Composite Construction for Extended Operating Range</li><li>Adapter Rings Available. Sold separately. 6&Prime; (153 mm)</li><li>100% Repairable</li><li>Exclusive 5-Year Ritchie Warranty</li></ul><p><strong>Approx. Shipping Weight:</strong> 2lbs (907g)</p><p><strong>Notes:</strong></p><p>All magnetic compasses come standard with 12v lighting. 24 &amp; 32v lighting options are available.</p> <!--- cis2:m2lrn5xm --->",31*245,Marine Navigation & Instruments | Compasses,Ritchie,2.1,5.0,9.0,6.0,28181|36371|71086,H-741-C|H-AWHT|SH-0126-820,Read = Rear | Lubber Lines = Yes | Backlight = Yes | Mounting Style = Flush,https://productimageserver.com/product/images/10534.gif,https://productimageserver.com/product/xl/10534XL.jpg,0,0,0,0,1,0,0,0,0,1080.00.00.00,UNITED STATES,0,,,,0,,,,,ELECTRONICS > MARINE ELECTRONICS,https://productimageserver.com/literature/quickGuide/10534QG.pdf,https://productimageserver.com/literature/ownersManual/10534OM.pdf,,https://productimageserver.com/literature/installations/10534IN.pdf,,0,,0,,1,https://productimageserver.com/secondaryImages/10534BXL.jpg,2,6,Allowed,
10535,HF-743W,10342138286,16,7,9,,,,226.19,285.52,,,RITCHIE HF-743W HELMSMAN COMPASS FLUSH MOUNT - WHITE,Ritchie HF-743W Helmsman Compass - Flush Mount - White,"<p><strong>HF-743W - Helmsman&nbsp;</strong></p><p><strong>Features:</strong></p><ul><li>3 3/4&Prime; (95 mm) Open Face Dial or CombiDial</li><li>Easily Installed, Fits 4&Prime; (102 mm) Mounting Hole</li><li>Exclusive Built-in Green NiteVu Night Illumination</li><li>Built-in Compensators to Easily Adjust for Deviation</li><li>Scientifically Matched Sapphire Jewel and Hardened Steel Pivot Dial Movement</li><li>Powerful DirectiveForce Magnets for Fast Heading Lock-on</li><li>Movable Sun Shield</li><li>45 Degree Lubber Lines</li><li>High Temperature Composite Construction for Extended Operating Range</li><li>Adapter Rings Available. Sold separately. 6&Prime; (153 mm)</li><li>100% Repairable</li><li>Exclusive 5-Year Ritchie Warranty</li></ul><p><strong>Approx. Shipping Weight:</strong> 2lbs (907g)</p><p><strong>Notes:</strong></p><p>All magnetic compasses come standard with 12v lighting. 24 &amp; 32v lighting options are available.</p><p>Some custom built OEM models may have different lighting.</p> <!--- cis2:m2lrn5xm --->",31*245,Marine Navigation & Instruments | Compasses,Ritchie,2.1,7.0,8.0,8.0,28181|36371|71085,H-741-C|H-AWHT|SH-0126-390,Read = Both | Lubber Lines = Yes | Backlight = Yes | Mounting Style = Flush,https://productimageserver.com/product/images/10535.gif,https://productimageserver.com/product/xl/10535XL.jpg,0,0,0,0,1,0,0,0,0,1080.00.00.00,UNITED STATES,0,,,,0,,,,,ELECTRONICS > MARINE ELECTRONICS,https://productimageserver.com/literature/quickGuide/10535QG.pdf,https://productimageserver.com/literature/ownersManual/10535OM.pdf,,https://productimageserver.com/literature/installations/10535IN.pdf,,0,,0,,1,https://productimageserver.com/secondaryImages/10535BXL.jpg,2,6,Allowed,
10536,F-82W,10342140067,10,4,6,,,,154.91,191.04,,,RITCHIE F-82W VOYAGER COMPASS FLUSH MOUNT - WHITE,Ritchie F-82W Voyager Compass - Flush Mount - White,<p><strong>Voyager Compass</strong></p><p><strong>Features:</strong></p><ul><li>3&Prime; (76 mm) PowerDamp Flat Dial</li><li>Easily Installed into a 3 1/2&Prime; hole</li><li>Exclusive Built-in Green NiteVu Night Illumination</li><li>Built-in Compensators to Easily Adjust for Deviation</li><li>Scientifically Matched Sapphire Jewel and Hardened Steel Pivot Dial Movement</li><li>Powerful DirectiveForce Magnets for Fast Heading Lock-on</li><li>Movable Sun Shield</li><li>45 Degree Lubber Lines</li><li>High Temperature Composite Construction for Extended Operating Range</li><li>100% Repairable</li><li>Exclusive 5-Year Ritchie Warranty</li></ul><p><strong>Approx. Shipping Weight:</strong> 1lb 8oz (680g)</p><p><strong>Notes:</strong></p><p>All magnetic compasses come standard with 12v lighting. 24 &amp; 32v lighting options are available.</p> <!--- cis2:m2lrn5xm --->,31*245,Marine Navigation & Instruments | Compasses,Ritchie,1.5,6.0,6.0,6.0,71086,SH-0126-820,Read = Rear | Lubber Lines = Yes | Backlight = Yes | Mounting Style = Flush,https://productimageserver.com/product/images/10536.gif,https://productimageserver.com/product/xl/10536XL.jpg,0,0,0,0,1,0,0,0,0,1080.00.00.00,UNITED STATES,0,,,,0,,,,,ELECTRONICS > MARINE ELECTRONICS,https://productimageserver.com/literature/quickGuide/10536QG.pdf,https://productimageserver.com/literature/ownersManual/10536OM.pdf,,https://productimageserver.com/literature/installations/10536IN.pdf,,0,,0,,1,https://productimageserver.com/secondaryImages/10536BXL.jpg,6,1,Allowed,
10537,F-83W,10342140074,2,2,0,,,,154.91,191.04,,,RITCHIE F-83W VOYAGER COMPASS FLUSH MOUNT - WHITE,Ritchie F-83W Voyager Compass - Flush Mount - White,<p><strong>Voyager Compass</strong></p><p><strong>Features:</strong></p><ul><li>3&Prime; (76 mm) CombiDamp Dial</li><li>Easily Installed</li><li>Exclusive Built-in Green NiteVu Night Illumination</li><li>Built-in Compensators to Easily Adjust for Deviation</li><li>Scientifically Matched Sapphire Jewel and Hardened Steel Pivot Dial Movement</li><li>Powerful DirectiveForce Magnets for Fast Heading Lock-on</li><li>Movable Sun Shield</li><li>High Temperature Composite Construction for Extended Operating Range</li><li>100% Repairable</li><li>Exclusive 5-Year Ritchie Warranty</li></ul><p><strong>Approx. Shipping Weight:</strong> 1lb 8oz (680g)</p><p><strong>Notes:</strong></p><p>Uses 2 sets of lights.</p><p>Comes standard with 12v lighting. 24 &amp; 32v lighting options are available. Some custom built OEM models may have different lighting.</p> <!--- cis2:m2lrn5xm --->,31*245,Marine Navigation & Instruments | Compasses,Ritchie,1.3,6.0,6.0,6.0,71085,SH-0126-390,Read = Both | Lubber Lines = Yes | Backlight = Yes | Mounting Style = Flush,https://productimageserver.com/product/images/10537.gif,https://productimageserver.com/product/xl/10537XL.jpg,0,0,0,0,1,0,0,0,0,1080.00.00.00,UNITED STATES,0,,,,0,,,,,ELECTRONICS > MARINE ELECTRONICS,https://productimageserver.com/literature/quickGuide/10537QG.pdf,https://productimageserver.com/literature/ownersManual/10537OM.pdf,,https://productimageserver.com/literature/installations/10537IN.pdf,,0,,0,,1,https://productimageserver.com/secondaryImages/10537BXL.jpg,2,6,Allowed,
10539,RA-91,10342160119,2,1,1,,,,75.06,92.56,,,RITCHIE RA-91 RITCHIEANGLER COMPASS BRACKET MOUNT - GRAY,Ritchie RA-91 RitchieAngler Compass - Bracket Mount - Gray,<p><strong>RitchieAngler Compass</strong></p><p><strong>Features:</strong></p><ul><li>2 3/4&Prime; (70 mm) Direct-Reading Dial</li><li>Easily Adjustable Bracket Mount with Thumbscrews</li><li>No-Glare Gray Finish with High-Visibility Blue Dial</li><li>Distinctive RitchieAngler graphics</li><li>Scientifically Matched Sapphire Jewel &amp; Hardened Steel Pivot Dial Movement</li><li>Internal Green Night Lighting</li><li>Built-in Compensators to Easily Adjust for Deviation</li><li>Movable Sun Shield</li><li>DirectiveForce Magnets</li><li>100% Repairable</li><li>Exclusive 5-Year Ritchie Warranty</li></ul><p><strong>Approx. Shipping Weight:</strong> 1lb (454 g)</p><p><strong>Notes:</strong></p><p>All magnetic compasses come standard with 12v lighting. 24 &amp; 32v lighting options are available.</p><p>Some custom built OEM models may have different lighting.&nbsp;</p> <!--- cis2:m2lrn5xm --->,31*245,Marine Navigation & Instruments | Compasses,Ritchie,0.8,3.0,9.0,6.0,,,Read = Front | Lubber Lines = Yes | Backlight = Yes | Mounting Style = Bracket,https://productimageserver.com/product/images/10539.gif,https://productimageserver.com/product/xl/10539XL.jpg,0,0,0,0,1,0,0,0,0,1080.00.00.00,UNITED STATES,0,,,,0,,,,,ELECTRONICS > MARINE ELECTRONICS,https://productimageserver.com/literature/quickGuide/10539QG.pdf,https://productimageserver.com/literature/ownersManual/10539OM.pdf,,,,0,,0,,1,https://productimageserver.com/secondaryImages/10539BXL.jpg,4,1,Allowed,
